school_name,team_id,event,rank,time,swimmer,year,meet
Adams State,627,1650 Free,2,19:28.76,Kennedy Larson,,Trinity University Tiger Invitational -
Adams State,627,1650 Free,3,19:41.58,Eleanor Schafer,,2026 Colorado College Classic
Adams State,627,1650 Free,4,21:21.32,Lana Rhoads,,Trinity University Tiger Invitational -
Adams State,627,200 Back,1,2:16.85,Clare Bonham,,Trinity University Tiger Invitational -
Adams State,627,200 Free,1,1:58.34,Jocelyn Jones,,Trinity University Tiger Invitational -
Adams State,627,200 Free,2,2:02.33,Ashlyn Popham,,Trinity University Tiger Invitational -
Adams State,627,200 Free,3,2:08.76,Eleanor Schafer,,Trinity University Tiger Invitational -
Adams State,627,200 Free,4,2:09.10,Kennedy Larson,,Trinity University Tiger Invitational -
Adams State,627,200 Free,5,2:09.17,Ryley Martinez,,Colorado Mines vs. Adams State
Adams State,627,200 Free,6,2:15.86,Lana Rhoads,,Trinity University Tiger Invitational -
Adams State,627,200 Free,7,2:27.89,Jenna Lang,,Intermountain Shootout -
Adams State,627,200 Im,1,2:43.58,Savannah Spicuzza-Woodcock,,Trinity University Tiger Invitational -
Adams State,627,50 Free,1,24.88,Jocelyn Jones,,Trinity University Tiger Invitational -
Adams State,627,50 Free,2,25.05,Ashlyn Popham,,Trinity University Tiger Invitational -
Adams State,627,50 Free,3,25.12,Ryley Martinez,,Trinity University Tiger Invitational -
Adams State,627,50 Free,4,26.62,Brenna Otteman,,Trinity University Tiger Invitational -
Adams State,627,50 Free,5,27.01,Clare Bonham,,Trinity University Tiger Invitational -
Adams State,627,50 Free,6,27.54,Eleanor Schafer,,2026 Colorado College Classic
Adams State,627,50 Free,7,28.34,Savannah Spicuzza-Woodcock,,Adams State vs. Colorado College
Adams State,627,50 Free,8,29.05,Kennedy Larson,,Trinity University Tiger Invitational -
Adams State,627,50 Free,9,29.65,Lana Rhoads,,2026 Colorado College Classic
Adams State,627,50 Free,10,31.77,Annika Schaak,,Trinity University Tiger Invitational -
Adams State,627,500 Free,1,5:30.51,Ryley Martinez,,Trinity University Tiger Invitational -
Adams State,627,500 Free,2,5:40.01,Kennedy Larson,,Trinity University Tiger Invitational -
Adams State,627,500 Free,3,5:40.50,Eleanor Schafer,,2026 Colorado College Classic
Adams State,627,500 Free,4,5:55.57,Ashlyn Popham,,Senior Recognition Meet WCU vs ADAMS
Adams State,627,500 Free,5,6:00.11,Clare Bonham,,2025 Dan France Contl Divide-Day 1
Adams State,627,500 Free,6,6:08.40,Lana Rhoads,,Trinity University Tiger Invitational -
Adams State,627,500 Free,7,6:37.49,Jenna Lang,,2025 Dan France Contl Divide-Day 1
Adelphi,442,100 Back,1,1:00.84,laura moran,,ECAC Winter Championship
Adelphi,442,100 Back,2,1:01.21,Kelly Tula,,ECAC Winter Championship
Adelphi,442,100 Back,3,1:01.60,Emily Munayirji,,Adelphi VS SUNY New Paltz
Adelphi,442,100 Back,4,1:04.18,Aizel Pusing,,St. Joseph's vs. Adelphi
Adelphi,442,100 Back,5,1:04.76,Isabella Chang,,ECAC Winter Championship
Adelphi,442,100 Back,6,1:09.13,Ava Pusing,,Staten Island vs. Adelphi vs. Felician
Adelphi,442,100 Breast,1,1:09.82,Aizel Pusing,,ECAC Winter Championship
Adelphi,442,100 Breast,2,1:11.19,Isabelle Chang,,Adelphi VS SUNY New Paltz
Adelphi,442,100 Breast,3,1:11.73,Natalia Brulinski,,ECAC Winter Championship
Adelphi,442,100 Breast,4,1:13.11,Maya Bieganowski,,Staten Island vs. Adelphi vs. Felician
Adelphi,442,100 Breast,5,1:13.26,Isabella Chang,,ECAC Winter Championship
Adelphi,442,100 Breast,6,1:20.44,Emily Munayirji,,St. Joseph's vs. Adelphi
Adelphi,442,100 Fly,1,59.43,Kelly Tula,,ECAC Winter Championship
Adelphi,442,100 Fly,2,1:01.33,Natalia Brulinski,,ECAC Winter Championship
Adelphi,442,100 Fly,3,1:01.95,Aizel Pusing,,ECAC Winter Championship
Adelphi,442,100 Fly,4,1:04.56,Emily Munayirji,,ECAC Winter Championship
Adelphi,442,100 Fly,5,1:06.09,Ava Pusing,,ECAC Winter Championship
Adelphi,442,100 Fly,6,1:07.78,Daniela Zunich,,ECAC Winter Championship
Adelphi,442,100 Fly,7,1:10.95,Isabelle Chang,,Staten Island vs. Adelphi vs. Felician
Adelphi,442,100 Fly,8,1:14.20,Isabella Bonagura,,"WPI,Bentley, Adelphi, Felician"
Adelphi,442,100 Free,1,55.07,Maya Bieganowski,,ECAC Winter Championship
Adelphi,442,100 Free,2,55.11,Emily Munayirji,,ECAC Winter Championship
Adelphi,442,100 Free,3,57.22,laura moran,,Adelphi VS SUNY New Paltz
Adelphi,442,100 Free,4,57.72,Angelina Fazzino,,St. Joseph's vs. Adelphi
Adelphi,442,100 Free,5,57.90,Sophia Bouyer,,ECAC Winter Championship
Adelphi,442,100 Free,6,58.54,Isabelle Chang,,Bridgeport vs. Adelphi
Adelphi,442,100 Free,7,58.62,Kelly Tula,,"WPI,Bentley, Adelphi, Felician"
Adelphi,442,100 Free,8,58.91,Natalia Brulinski,,Pace vs. Adelphi
Adelphi,442,100 Free,9,1:00.14,Isabella Bonagura,,Adelphi VS SUNY New Paltz
Adelphi,442,100 Free,10,1:03.76,Ava Pusing,,Bridgeport vs. Adelphi
Adelphi,442,1000 Free,1,11:02.15,Emily Munayirji,,Adelphi VS SUNY New Paltz
Adelphi,442,1000 Free,2,11:06.14,Angelina Fazzino,,ECAC Winter Championship
Adelphi,442,1000 Free,3,11:54.65,Kelly Tula,,St. Joseph's vs. Adelphi
Adelphi,442,1000 Free,4,12:32.60,Daniela Zunich,,USMMA vs Adelphi
Adelphi,442,1000 Free,5,12:47.13,Aizel Pusing,,St. Joseph's vs. Adelphi
Adelphi,442,1000 Free,6,12:50.34,Sophia Bouyer,,Staten Island vs. Adelphi vs. Felician
Adelphi,442,1650 Free,1,18:25.74,Angelina Fazzino,,ECAC Winter Championship
Adelphi,442,200 Back,1,2:08.57,Emily Munayirji,,ECAC Winter Championship
Adelphi,442,200 Back,2,2:14.29,laura moran,,ECAC Winter Championship
Adelphi,442,200 Breast,1,2:30.91,Aizel Pusing,,ECAC Winter Championship
Adelphi,442,200 Breast,2,2:35.47,Isabella Chang,,ECAC Winter Championship
Adelphi,442,200 Breast,3,2:42.59,Natalia Brulinski,,Bridgeport vs. Adelphi
Adelphi,442,200 Fly,1,2:16.72,Kelly Tula,,ECAC Winter Championship
Adelphi,442,200 Fly,2,2:23.97,Natalia Brulinski,,ECAC Winter Championship
Adelphi,442,200 Fly,3,2:27.59,Ava Pusing,,ECAC Winter Championship
Adelphi,442,200 Fly,4,2:31.36,Daniela Zunich,,ECAC Winter Championship
Adelphi,442,200 Free,1,1:58.73,Angelina Fazzino,,ECAC Winter Championship
Adelphi,442,200 Free,2,1:59.54,Emily Munayirji,,ECAC Winter Championship
Adelphi,442,200 Free,3,2:00.46,Maya Bieganowski,,ECAC Winter Championship
Adelphi,442,200 Free,4,2:07.79,Isabelle Chang,,Adelphi vs Assumption
Adelphi,442,200 Free,5,2:08.00,Sophia Bouyer,,ECAC Winter Championship
Adelphi,442,200 Free,6,2:12.61,Isabella Bonagura,,ECAC Winter Championship
Adelphi,442,200 Im,1,2:16.64,Emily Munayirji,,Adelphi VS SUNY New Paltz
Adelphi,442,200 Im,2,2:16.97,Maya Bieganowski,,ECAC Winter Championship
Adelphi,442,200 Im,3,2:18.87,Natalia Brulinski,,ECAC Winter Championship
Adelphi,442,200 Im,4,2:20.44,laura moran,,ECAC Winter Championship
Adelphi,442,200 Im,5,2:21.77,Isabella Chang,,ECAC Winter Championship
Adelphi,442,200 Im,6,2:22.68,Daniela Zunich,,ECAC Winter Championship
Adelphi,442,200 Im,7,2:26.96,Aizel Pusing,,"WPI,Bentley, Adelphi, Felician"
Adelphi,442,400 Im,1,4:51.30,Emily Munayirji,,ECAC Winter Championship
Adelphi,442,400 Im,2,5:05.45,Aizel Pusing,,Staten Island vs. Adelphi vs. Felician
Adelphi,442,400 Im,3,5:13.55,Daniela Zunich,,ECAC Winter Championship
Adelphi,442,400 Im,4,5:18.42,Isabelle Chang,,Staten Island vs. Adelphi vs. Felician
Adelphi,442,50 Free,1,24.86,Aizel Pusing,,ECAC Winter Championship
Adelphi,442,50 Free,2,25.84,Isabelle Chang,,Adelphi VS SUNY New Paltz
Adelphi,442,50 Free,3,25.98,laura moran,,Staten Island vs. Adelphi vs. Felician
Adelphi,442,50 Free,4,26.07,Kelly Tula,,Adelphi VS SUNY New Paltz
Adelphi,442,50 Free,5,26.11,Maya Bieganowski,,ECAC Winter Championship
Adelphi,442,50 Free,6,26.28,Emily Munayirji,,ECAC Winter Championship
Adelphi,442,50 Free,7,26.66,Isabella Chang,,Pace vs. Adelphi
Adelphi,442,50 Free,8,26.90,Isabella Bonagura,,Adelphi VS SUNY New Paltz
Adelphi,442,50 Free,9,27.34,Ava Pusing,,ECAC Winter Championship
Adelphi,442,50 Free,10,27.80,Angelina Fazzino,,St. Joseph's vs. Adelphi
Adelphi,442,500 Free,1,5:16.41,Angelina Fazzino,,ECAC Winter Championship
Adelphi,442,500 Free,2,5:19.14,Emily Munayirji,,ECAC Winter Championship
Adelphi,442,500 Free,3,5:52.56,Sophia Bouyer,,ECAC Winter Championship
Adelphi,442,500 Free,4,6:00.30,Daniela Zunich,,Adelphi VS SUNY New Paltz
Adelphi,442,500 Free,5,6:26.89,Isabella Bonagura,,Bridgeport vs. Adelphi
Ashland,217,100 Back,1,56.01,Yasmim Tomita,,Don Kimble Invitational
Ashland,217,100 Back,2,1:00.08,Mary Kate Prall,,Don Kimble Invitational
Ashland,217,100 Back,3,1:02.72,Payton Meyer,,Don Kimble Invitational
Ashland,217,100 Back,4,1:04.04,Anna Ramsier,,Don Kimble Invitational
Ashland,217,100 Back,5,1:04.16,Delaney Spradlin,,Don Kimble Invitational
Ashland,217,100 Back,6,1:12.46,Haleigh Gilmore,,Ashland vs. Malone
Ashland,217,100 Breast,1,1:07.90,Colleen Cox,,Don Kimble Invitational
Ashland,217,100 Breast,2,1:09.45,Brooke Patel,,Don Kimble Invitational
Ashland,217,100 Breast,3,1:09.80,Kit Kat Anderson,,Don Kimble Invitational
Ashland,217,100 Breast,4,1:10.14,Blair Pichola,,Don Kimble Invitational
Ashland,217,100 Breast,5,1:12.89,Raechel Serafimov,,Don Kimble Invitational
Ashland,217,100 Breast,6,1:13.70,Rachel Stanchek,,Don Kimble Invitational
Ashland,217,100 Breast,7,1:15.24,Megan Tomasic,,Don Kimble Invitational
Ashland,217,100 Breast,8,1:17.54,Joselyn Hensley,,Ashland vs. Baldwin Wallace
Ashland,217,100 Fly,1,58.28,Hannah Yemec,,Don Kimble Invitational
Ashland,217,100 Fly,2,59.98,Juliana Pignato,,Don Kimble Invitational
Ashland,217,100 Fly,3,1:00.58,Payton Meyer,,Don Kimble Invitational
Ashland,217,100 Fly,4,1:01.74,Joselyn Hensley,,Ashland vs. Baldwin Wallace
Ashland,217,100 Fly,5,1:03.42,Payton O'Toole,,Bluffton vs. Ohio Northern vs. Ashland
Ashland,217,100 Fly,6,1:04.06,Stephanie Holubetz,,Findlay vs. Ashland
Ashland,217,100 Fly,7,1:05.79,Brooke Patel,,Don Kimble Invitational
Ashland,217,100 Fly,8,1:06.07,Rachel Stanchek,,Don Kimble Invitational
Ashland,217,100 Fly,9,1:06.26,Mary Kate Prall,,Ashland vs. Baldwin Wallace
Ashland,217,100 Free,1,53.63,Payton O'Toole,,Don Kimble Invitational
Ashland,217,100 Free,2,53.84,Kit Kat Anderson,,Don Kimble Invitational
Ashland,217,100 Free,3,54.22,Juliana Pignato,,Don Kimble Invitational
Ashland,217,100 Free,4,54.81,Colleen Cox,,Don Kimble Invitational
Ashland,217,100 Free,5,55.34,Hannah Yemec,,Ashland vs. Malone
Ashland,217,100 Free,6,55.98,Blair Pichola,,Don Kimble Invitational
Ashland,217,100 Free,7,56.47,Katelyn Claugus,,Don Kimble Invitational
Ashland,217,100 Free,8,56.66,Yasmim Tomita,,Oberlin Early Invite
Ashland,217,100 Free,9,57.37,Delaney Spradlin,,Don Kimble Invitational
Ashland,217,100 Free,10,57.54,Megan Tomasic,,Don Kimble Invitational
Ashland,217,1000 Free,1,11:21.47,Brooke Patel,,Ashland vs. Baldwin Wallace
Ashland,217,1000 Free,2,11:35.77,Payton O'Toole,,Bluffton vs. Ohio Northern vs. Ashland
Ashland,217,1000 Free,3,11:43.73,Jaidyn Jordan,,Don Kimble Invitational
Ashland,217,1000 Free,4,11:48.18,Stephanie Holubetz,,Edinboro vs Ashland
Ashland,217,1000 Free,5,11:52.30,Payton Meyer,,Ashland University vs. Mount Union
Ashland,217,1000 Free,6,11:55.18,Joselyn Hensley,,Ashland vs. Malone
Ashland,217,1000 Free,7,12:09.38,Emma Stoll,,Don Kimble Invitational
Ashland,217,1000 Free,8,12:32.69,Nina Nephew,,Ashland vs. W&J
Ashland,217,1000 Free,9,12:54.38,Haleigh Gilmore,,Ashland University vs. Mount Union
Ashland,217,1650 Free,1,18:59.23,Brooke Patel,,Ashland vs. Malone
Ashland,217,1650 Free,2,19:31.90,Jaidyn Jordan,,Don Kimble Invitational
Ashland,217,1650 Free,3,19:42.75,Joselyn Hensley,,Ashland vs. Malone
Ashland,217,1650 Free,4,19:50.50,Stephanie Holubetz,,Don Kimble Invitational
Ashland,217,1650 Free,5,20:25.59,Emma Stoll,,Don Kimble Invitational
Ashland,217,1650 Free,6,21:05.59,Payton Meyer,,Oberlin Early Invite
Ashland,217,200 Back,1,2:02.47,Yasmim Tomita,,Don Kimble Invitational
Ashland,217,200 Back,2,2:13.19,Mary Kate Prall,,Don Kimble Invitational
Ashland,217,200 Back,3,2:18.57,Payton Meyer,,Ashland University vs. Mount Union
Ashland,217,200 Back,4,2:21.55,Anna Ramsier,,Don Kimble Invitational
Ashland,217,200 Back,5,2:24.11,Delaney Spradlin,,Oberlin Early Invite
Ashland,217,200 Back,6,2:30.63,Emma Stoll,,Ashland University vs. Mount Union
Ashland,217,200 Back,7,2:43.81,Haleigh Gilmore,,Ashland University vs. Mount Union
Ashland,217,200 Breast,1,2:29.00,Brooke Patel,,Don Kimble Invitational
Ashland,217,200 Breast,2,2:32.33,Kit Kat Anderson,,Don Kimble Invitational
Ashland,217,200 Breast,3,2:33.95,Blair Pichola,,Don Kimble Invitational
Ashland,217,200 Breast,4,2:37.57,Rachel Stanchek,,Don Kimble Invitational
Ashland,217,200 Breast,5,2:42.09,Colleen Cox,,Don Kimble Invitational
Ashland,217,200 Fly,1,2:11.11,Hannah Yemec,,Don Kimble Invitational
Ashland,217,200 Fly,2,2:13.71,Juliana Pignato,,Don Kimble Invitational
Ashland,217,200 Fly,3,2:14.38,Joselyn Hensley,,Don Kimble Invitational
Ashland,217,200 Fly,4,2:23.87,Payton Meyer,,Ashland University vs Grove City
Ashland,217,200 Fly,5,2:26.45,Stephanie Holubetz,,Don Kimble Invitational
Ashland,217,200 Free,1,1:56.02,Payton O'Toole,,Don Kimble Invitational
Ashland,217,200 Free,2,1:57.12,Kit Kat Anderson,,Don Kimble Invitational
Ashland,217,200 Free,3,1:57.78,Juliana Pignato,,Don Kimble Invitational
Ashland,217,200 Free,4,1:58.71,Yasmim Tomita,,Don Kimble Invitational
Ashland,217,200 Free,5,1:58.91,Hannah Yemec,,Don Kimble Invitational
Ashland,217,200 Free,6,2:01.71,Katelyn Claugus,,Don Kimble Invitational
Ashland,217,200 Free,7,2:04.43,Brooke Patel,,Don Kimble Invitational
Ashland,217,200 Free,8,2:04.45,Joselyn Hensley,,Don Kimble Invitational
Ashland,217,200 Free,9,2:05.89,Jaidyn Jordan,,Don Kimble Invitational
Ashland,217,200 Free,10,2:09.45,Payton Meyer,,Ashland vs. Malone
Ashland,217,200 Im,1,2:11.47,Payton O'Toole,,Don Kimble Invitational
Ashland,217,200 Im,2,2:12.47,Yasmim Tomita,,Don Kimble Invitational
Ashland,217,200 Im,3,2:12.80,Hannah Yemec,,Don Kimble Invitational
Ashland,217,200 Im,4,2:14.03,Juliana Pignato,,Don Kimble Invitational
Ashland,217,200 Im,5,2:14.30,Mary Kate Prall,,Don Kimble Invitational
Ashland,217,200 Im,6,2:14.50,Brooke Patel,,Don Kimble Invitational
Ashland,217,200 Im,7,2:17.03,Kit Kat Anderson,,Oberlin Early Invite
Ashland,217,200 Im,8,2:17.96,Rachel Stanchek,,Don Kimble Invitational
Ashland,217,200 Im,9,2:23.53,Joselyn Hensley,,"Saginaw Valley vs Ashland, Hillsdale, & LSSU"
Ashland,217,200 Im,10,2:24.27,Stephanie Holubetz,,Ashland vs. Malone
Ashland,217,400 Im,1,4:45.71,Brooke Patel,,Don Kimble Invitational
Ashland,217,400 Im,2,4:52.29,Rachel Stanchek,,Don Kimble Invitational
Ashland,217,400 Im,3,4:55.99,Mary Kate Prall,,Ashland vs. Baldwin Wallace
Ashland,217,400 Im,4,5:08.17,Stephanie Holubetz,,Don Kimble Invitational
Ashland,217,50 Free,1,24.13,Colleen Cox,,Don Kimble Invitational
Ashland,217,50 Free,2,24.49,Payton O'Toole,,Don Kimble Invitational
Ashland,217,50 Free,3,25.24,Katelyn Claugus,,Don Kimble Invitational
Ashland,217,50 Free,4,25.75,Megan Tomasic,,Don Kimble Invitational
Ashland,217,50 Free,5,25.82,Kit Kat Anderson,,Don Kimble Invitational
Ashland,217,50 Free,6,25.82,Raechel Serafimov,,Don Kimble Invitational
Ashland,217,50 Free,7,26.26,Juliana Pignato,,Don Kimble Invitational
Ashland,217,50 Free,8,26.26,Blair Pichola,,Ashland vs. Baldwin Wallace
Ashland,217,50 Free,9,26.43,Delaney Spradlin,,Ashland vs. Malone
Ashland,217,50 Free,10,26.53,Anna Ramsier,,Ashland vs. Baldwin Wallace
Ashland,217,500 Free,1,5:26.88,Katelyn Claugus,,Don Kimble Invitational
Ashland,217,500 Free,2,5:28.20,Payton O'Toole,,Ashland vs. Baldwin Wallace
Ashland,217,500 Free,3,5:28.22,Joselyn Hensley,,Don Kimble Invitational
Ashland,217,500 Free,4,5:30.06,Jaidyn Jordan,,Don Kimble Invitational
Ashland,217,500 Free,5,5:34.81,Payton Meyer,,Don Kimble Invitational
Ashland,217,500 Free,6,5:41.32,Stephanie Holubetz,,Don Kimble Invitational
Ashland,217,500 Free,7,5:48.33,Emma Stoll,,Ashland vs. Malone
Ashland,217,500 Free,8,6:07.89,Haleigh Gilmore,,Ashland vs. W&J
Ashland,217,500 Free,9,6:08.01,Nina Nephew,,Ashland vs. Malone
Ashland,217,500 Free,10,6:30.66,Jillian Hull,,Ashland University vs. Mount Union
Assumption,564,100 Back,1,1:02.27,Ella Gilpin,,Harold Anderson Invitational
Assumption,564,100 Back,2,1:03.08,Brooke Silvia,,Harold Anderson Invitational
Assumption,564,100 Back,3,1:04.07,Bella Smith,,Pace vs. Assumption vs. Mount Saint Mary (NY)
Assumption,564,100 Back,4,1:05.24,Ruth Riccobon,,Worcester City Championships
Assumption,564,100 Back,5,1:14.64,Hannah English,,Worcester City Championships
Assumption,564,100 Breast,1,1:05.88,Sophia Lake,,Harold Anderson Invitational
Assumption,564,100 Breast,2,1:12.36,Audrey Hannigan,,Harold Anderson Invitational
Assumption,564,100 Breast,3,1:15.33,Bella Smith,,Bentley vs. Assumption
Assumption,564,100 Breast,4,1:16.95,Regan Lynch,,Harold Anderson Invitational
Assumption,564,100 Breast,5,1:17.68,Aubri Garcia,,Pace vs. Assumption vs. Mount Saint Mary (NY)
Assumption,564,100 Breast,6,1:24.84,Ella Gilpin,,Worcester City Championships
Assumption,564,100 Breast,7,1:27.78,Hannah English,,Worcester City Championships
Assumption,564,100 Fly,1,1:03.28,Bella Smith,,Harold Anderson Invitational
Assumption,564,100 Fly,2,1:03.97,Giulia Faulkner,,Harold Anderson Invitational
Assumption,564,100 Fly,3,1:04.66,Aubri Garcia,,Harold Anderson Invitational
Assumption,564,100 Fly,4,1:05.84,Hannah English,,Harold Anderson Invitational
Assumption,564,100 Fly,5,1:06.08,Ruth Riccobon,,Harold Anderson Invitational
Assumption,564,100 Fly,6,1:06.59,Jasmine Johnson,,Pace vs. Assumption vs. Mount Saint Mary (NY)
Assumption,564,100 Fly,7,1:16.49,Ella Gilpin,,Worcester City Championships
Assumption,564,100 Free,1,56.28,Audrey Hannigan,,Harold Anderson Invitational
Assumption,564,100 Free,2,57.95,Sophia Lake,,Worcester City Championships
Assumption,564,100 Free,3,58.31,Aubri Garcia,,Harold Anderson Invitational
Assumption,564,100 Free,4,59.07,Giulia Faulkner,,Harold Anderson Invitational
Assumption,564,100 Free,5,59.86,Lindsey Downer,,Harold Anderson Invitational
Assumption,564,100 Free,6,1:00.21,Hannah English,,Harold Anderson Invitational
Assumption,564,100 Free,7,1:00.68,Bella Smith,,Worcester City Championships
Assumption,564,100 Free,8,1:00.99,Ella Gilpin,,Southern Connecticut vs Assumption
Assumption,564,100 Free,9,1:02.79,Brooke Silvia,,Adelphi vs Assumption
Assumption,564,100 Free,10,1:03.01,Jasmine Johnson,,Southern Connecticut vs Assumption
Assumption,564,1000 Free,1,11:45.74,Emma Kates,,Pace vs. Assumption vs. Mount Saint Mary (NY)
Assumption,564,1000 Free,2,12:26.44,Lindsey Downer,,Bentley vs. Assumption
Assumption,564,1650 Free,1,19:10.52,Emma Kates,,Harold Anderson Invitational
Assumption,564,1650 Free,2,19:51.05,Ella Gilpin,,Harold Anderson Invitational
Assumption,564,1650 Free,3,20:15.18,Lindsey Downer,,Harold Anderson Invitational
Assumption,564,200 Back,1,2:17.45,Brooke Silvia,,Harold Anderson Invitational
Assumption,564,200 Back,2,2:17.47,Bella Smith,,Harold Anderson Invitational
Assumption,564,200 Back,3,2:22.87,Ella Gilpin,,Southern Connecticut vs Assumption
Assumption,564,200 Breast,1,2:24.42,Sophia Lake,,Harold Anderson Invitational
Assumption,564,200 Breast,2,2:40.61,Bella Smith,,Assumption vs Bridgeport
Assumption,564,200 Breast,3,2:50.71,Regan Lynch,,Harold Anderson Invitational
Assumption,564,200 Fly,1,2:23.86,Ruth Riccobon,,Worcester City Championships
Assumption,564,200 Fly,2,2:27.98,Bella Smith,,Assumption vs Bridgeport
Assumption,564,200 Fly,3,2:45.05,Hannah English,,Pace vs. Assumption vs. Mount Saint Mary (NY)
Assumption,564,200 Free,1,2:07.25,Sophia Lake,,Bentley vs. Assumption
Assumption,564,200 Free,2,2:09.17,Ella Gilpin,,Assumption vs Bridgeport
Assumption,564,200 Free,3,2:10.77,Lindsey Downer,,Harold Anderson Invitational
Assumption,564,200 Free,4,2:11.53,Jasmine Johnson,,Harold Anderson Invitational
Assumption,564,200 Free,5,2:12.01,Emma Kates,,Harold Anderson Invitational
Assumption,564,200 Free,6,2:23.59,Hannah English,,Pace vs. Assumption vs. Mount Saint Mary (NY)
Assumption,564,200 Im,1,2:16.43,Sophia Lake,,Harold Anderson Invitational
Assumption,564,200 Im,2,2:18.35,Bella Smith,,Harold Anderson Invitational
Assumption,564,200 Im,3,2:22.19,Brooke Silvia,,Harold Anderson Invitational
Assumption,564,200 Im,4,2:25.08,Giulia Faulkner,,Harold Anderson Invitational
Assumption,564,200 Im,5,2:30.39,Hannah English,,Harold Anderson Invitational
Assumption,564,200 Im,6,2:32.36,Ella Gilpin,,Worcester City Championships
Assumption,564,200 Im,7,2:34.29,Regan Lynch,,Harold Anderson Invitational
Assumption,564,50 Free,1,25.24,Audrey Hannigan,,Harold Anderson Invitational
Assumption,564,50 Free,2,25.82,Sophia Lake,,Pace vs. Assumption vs. Mount Saint Mary (NY)
Assumption,564,50 Free,3,25.95,Aubri Garcia,,Harold Anderson Invitational
Assumption,564,50 Free,4,27.19,Giulia Faulkner,,Harold Anderson Invitational
Assumption,564,50 Free,5,27.25,Bella Smith,,Harold Anderson Invitational
Assumption,564,50 Free,6,27.48,Brooke Silvia,,Worcester City Championships
Assumption,564,50 Free,7,27.77,Jasmine Johnson,,Assumption vs Bridgeport
Assumption,564,50 Free,8,28.00,Ruth Riccobon,,Worcester City Championships
Assumption,564,50 Free,9,28.74,Hannah English,,Harold Anderson Invitational
Assumption,564,50 Free,10,28.90,Lindsey Downer,,Harold Anderson Invitational
Assumption,564,500 Free,1,5:38.06,Emma Kates,,Harold Anderson Invitational
Assumption,564,500 Free,2,5:45.94,Ella Gilpin,,Harold Anderson Invitational
Assumption,564,500 Free,3,5:48.77,Lindsey Downer,,Harold Anderson Invitational
Augustana (SD),10007690,100 Back,1,57.90,Gracin Larson,,Augie Winter Invitational
Augustana (SD),10007690,100 Back,2,58.19,Ella Ward-Zeller,,Augie Winter Invitational
Augustana (SD),10007690,100 Back,3,58.43,Maggie Lombardi,,Augie Winter Invitational
Augustana (SD),10007690,100 Back,4,58.66,Ashley Peterson,,Augie Winter Invitational
Augustana (SD),10007690,100 Back,5,58.67,Nathalia Silva,,Augie Winter Invitational
Augustana (SD),10007690,100 Back,6,58.81,Addison Pavek,,Augie Winter Invitational
Augustana (SD),10007690,100 Back,7,1:00.09,Tova Blikre,,Augie Winter Invitational
Augustana (SD),10007690,100 Back,8,1:03.41,Lenja Osborne,,Augie Winter Invitational
Augustana (SD),10007690,100 Back,9,1:06.22,Abbegael Nynas,,Beagle Bunch versus The World
Augustana (SD),10007690,100 Breast,1,1:03.74,Ava Brogren,,Augustana vs. Omaha
Augustana (SD),10007690,100 Breast,2,1:05.43,Maria Preuss,,Augie Winter Invitational
Augustana (SD),10007690,100 Breast,3,1:06.26,Jisella Haskamp,,Augie Winter Invitational
