school_name,team_id,event,rank,time,swimmer,year,meet
Aquinas College,10026352,200 Free,4,1:48.23,Conrad Eichbauer,,Kansas Collegiate Athletic Conference Championships
Aquinas College,10026352,200 Free,5,1:48.31,Nate Fisher,,Kansas Collegiate Athletic Conference Championships
Aquinas College,10026352,200 Free,6,1:49.66,Matt Dumbsky,,Kansas Collegiate Athletic Conference Championships
Aquinas College,10026352,200 Free,7,1:51.20,Chungus Berns,,Don Kimble Invitational
Aquinas College,10026352,200 Free,8,1:51.79,Ethan Elms,,"Aquinas vs. SVSU,  Albion"
Aquinas College,10026352,200 Free,9,1:52.52,Ian Clapp,,"Aquinas vs. SVSU,  Albion"
Aquinas College,10026352,200 Free,10,1:52.57,Lucas Eussen,,"Hillsdale vs. Aquinas, IWU"
Aquinas College,10026352,200 Im,1,1:58.55,Luke Martin,,Don Kimble Invitational
Aquinas College,10026352,200 Im,2,1:58.90,Stan Tibben,,Kansas Collegiate Athletic Conference Championships
Aquinas College,10026352,200 Im,3,2:00.60,Lucas Eussen,,Don Kimble Invitational
Aquinas College,10026352,200 Im,4,2:00.94,Titus Smith,,"Hillsdale vs. Aquinas, IWU"
Aquinas College,10026352,200 Im,5,2:01.05,Bryce Hopson,,Kansas Collegiate Athletic Conference Championships
Aquinas College,10026352,200 Im,6,2:01.55,Ian Clapp,,Don Kimble Invitational
Aquinas College,10026352,200 Im,7,2:02.78,Carl Goeckel,,Don Kimble Invitational
Aquinas College,10026352,200 Im,8,2:06.79,Tony Parlato,,Don Kimble Invitational
Aquinas College,10026352,200 Im,9,2:10.42,Chungus Berns,,"Hillsdale vs. Aquinas, IWU"
Aquinas College,10026352,200 Im,10,2:11.95,Sam Grant,,"Bethel vs Alma, Aquinas, Olivet"
Aquinas College,10026352,400 Im,1,4:09.57,Lucas Eussen,,Kansas Collegiate Athletic Conference Championships
Aquinas College,10026352,400 Im,2,4:16.40,Stan Tibben,,Kansas Collegiate Athletic Conference Championships
Aquinas College,10026352,400 Im,3,4:29.24,Carl Goeckel,,Don Kimble Invitational
Aquinas College,10026352,400 Im,4,4:32.27,Bryce Hopson,,"Aquinas vs. SVSU,  Albion"
Aquinas College,10026352,400 Im,5,4:37.64,Sam Grant,,Don Kimble Invitational
Aquinas College,10026352,50 Free,1,21.09,Matt Dumbsky,,Kansas Collegiate Athletic Conference Championships
Aquinas College,10026352,50 Free,2,21.17,Talon Koppmann,,Kansas Collegiate Athletic Conference Championships
Aquinas College,10026352,50 Free,3,21.68,Chungus Berns,,Kansas Collegiate Athletic Conference Championships
Aquinas College,10026352,50 Free,4,21.72,TJ Baumer,,Kansas Collegiate Athletic Conference Championships
Aquinas College,10026352,50 Free,5,21.93,Titus Smith,,Aquinas vs Davenport
Aquinas College,10026352,50 Free,6,22.27,William Sneller,,Aquinas vs Davenport
Aquinas College,10026352,50 Free,7,22.44,Carl Goeckel,,Don Kimble Invitational
Aquinas College,10026352,50 Free,8,23.05,Collin Alward,,Aquinas vs Davenport
Aquinas College,10026352,50 Free,9,23.63,Collin Neely,,"Aquinas vs. SVSU,  Albion"
Aquinas College,10026352,50 Free,10,23.65,Luke Martin,,"Hillsdale vs. Aquinas, IWU"
Aquinas College,10026352,500 Free,1,4:47.25,William Sneller,,Don Kimble Invitational
Aquinas College,10026352,500 Free,2,4:57.43,Nate Fisher,,Kansas Collegiate Athletic Conference Championships
Aquinas College,10026352,500 Free,3,5:02.26,Sam Grant,,Don Kimble Invitational
Aquinas College,10026352,500 Free,4,5:03.15,Conrad Eichbauer,,Kansas Collegiate Athletic Conference Championships
Aquinas College,10026352,500 Free,5,5:04.56,Titus Smith,,"Aquinas vs. SVSU,  Albion"
Aquinas College,10026352,500 Free,6,5:05.09,Lucas Eussen,,Davenport October Invite
Aquinas College,10026352,500 Free,7,5:18.92,Carl Goeckel,,"Bethel vs Alma, Aquinas, Olivet"
Arizona Christian University,10010278,100 Back,1,52.89,Balazs Bansagi,,Pacific Collegiate Swim Conference Championships
Arizona Christian University,10010278,100 Back,2,56.69,Carson Valentine,,"Grand Canyon v. ACU, OUAZ"
Arizona Christian University,10010278,100 Back,3,57.77,Jordan Weve,,"Grand Canyon v. ACU, OUAZ"
Arizona Christian University,10010278,100 Back,4,1:01.07,Michael Mccumbee,,"Grand Canyon v. Simon Fraser, ACU, OUAZ, NMSU"
Arizona Christian University,10010278,100 Back,5,1:01.68,Dameon Baker,,Great Southwest Athletic Conference Championship
Arizona Christian University,10010278,100 Back,6,1:07.41,Anderson Watkins,,"Grand Canyon v. Simon Fraser, ACU, OUAZ, NMSU"
Arizona Christian University,10010278,100 Breast,1,55.87,Isaiah Porritt,,NAIA National Championships
Arizona Christian University,10010278,100 Fly,1,50.27,Balazs Bansagi,,"Grand Canyon v. ACU, OUAZ"
Arizona Christian University,10010278,100 Fly,2,51.65,Jordan Weve,,Pacific Collegiate Swim Conference Championships
Arizona Christian University,10010278,100 Fly,3,53.44,Jackson Lee,,Grand Canyon vs Cal Baptist
Arizona Christian University,10010278,100 Fly,4,58.23,CJ Trettel,,Pacific Collegiate Swim Conference Championships
Arizona Christian University,10010278,100 Fly,5,59.81,Carson Valentine,,Great Southwest Athletic Conference Championship
Arizona Christian University,10010278,100 Fly,6,1:02.59,Michael Mccumbee,,"Grand Canyon v. Simon Fraser, ACU, OUAZ, NMSU"
Arizona Christian University,10010278,100 Fly,7,1:03.83,Anderson Watkins,,"Grand Canyon v. Simon Fraser, ACU, OUAZ, NMSU"
Arizona Christian University,10010278,100 Fly,8,1:05.25,John Curtis,,Great Southwest Athletic Conference Championship
Arizona Christian University,10010278,100 Free,1,45.76,Isaiah Porritt,,Pacific Collegiate Swim Conference Championships
Arizona Christian University,10010278,100 Free,2,46.35,Balazs Bansagi,,Pacific Collegiate Swim Conference Championships
Arizona Christian University,10010278,100 Free,3,48.38,Jackson Lee,,Pacific Collegiate Swim Conference Championships
Arizona Christian University,10010278,100 Free,4,49.59,Zek Rentfrow,,"Grand Canyon v. ACU, OUAZ"
Arizona Christian University,10010278,100 Free,5,49.83,Jordan Weve,,Pacific Collegiate Swim Conference Championships
Arizona Christian University,10010278,100 Free,6,50.53,Michael Mccumbee,,"ACU vs. OUAZ, ASU Club, GCU Club"
Arizona Christian University,10010278,100 Free,7,52.10,Dameon Baker,,"Grand Canyon v. Simon Fraser, ACU, OUAZ, NMSU"
Arizona Christian University,10010278,100 Free,8,52.76,Bobby Locke,,"Grand Canyon v. Simon Fraser, ACU, OUAZ, NMSU"
Arizona Christian University,10010278,100 Free,9,54.27,Declan Kelly,,Great Southwest Athletic Conference Championship
Arizona Christian University,10010278,100 Free,10,54.55,Anderson Watkins,,"Grand Canyon v. Simon Fraser, ACU, OUAZ, NMSU"
Arizona Christian University,10010278,1000 Free,1,10:04.83,CJ Trettel,,Pacific Collegiate Swim Conference Championships
Arizona Christian University,10010278,1650 Free,1,16:47.80,CJ Trettel,,Pacific Collegiate Swim Conference Championships
Arizona Christian University,10010278,200 Back,1,2:03.10,Balazs Bansagi,,"Grand Canyon v. Simon Fraser, ACU, OUAZ, NMSU"
Arizona Christian University,10010278,200 Back,2,2:04.93,Carson Valentine,,"Grand Canyon v. ACU, OUAZ"
Arizona Christian University,10010278,200 Breast,1,2:58.14,Bobby Locke,,"ACU vs. OUAZ, ASU Club, GCU Club"
Arizona Christian University,10010278,200 Fly,1,1:52.45,Jackson Lee,,Last Chance Meet
Arizona Christian University,10010278,200 Fly,2,1:55.76,Balazs Bansagi,,Great Southwest Athletic Conference Championship
Arizona Christian University,10010278,200 Fly,3,2:01.68,Jordan Weve,,Great Southwest Athletic Conference Championship
Arizona Christian University,10010278,200 Free,1,1:41.82,Balazs Bansagi,,Pacific Collegiate Swim Conference Championships
Arizona Christian University,10010278,200 Free,2,1:43.84,Jackson Lee,,Pacific Collegiate Swim Conference Championships
Arizona Christian University,10010278,200 Free,3,1:48.16,Zek Rentfrow,,"Grand Canyon v. ACU, OUAZ"
Arizona Christian University,10010278,200 Free,4,1:50.43,CJ Trettel,,"Grand Canyon v. Simon Fraser, ACU, OUAZ, NMSU"
Arizona Christian University,10010278,200 Free,5,1:56.08,Michael Mccumbee,,Pacific Collegiate Swim Conference Championships
Arizona Christian University,10010278,200 Free,6,1:56.20,Jordan Weve,,"Grand Canyon v. Simon Fraser, ACU, OUAZ, NMSU"
Arizona Christian University,10010278,200 Free,7,1:57.66,Dameon Baker,,"Grand Canyon v. Simon Fraser, ACU, OUAZ, NMSU"
Arizona Christian University,10010278,200 Im,1,2:09.17,CJ Trettel,,"ACU vs. OUAZ, ASU Club, GCU Club"
Arizona Christian University,10010278,400 Im,1,4:21.76,CJ Trettel,,Pacific Collegiate Swim Conference Championships
Arizona Christian University,10010278,50 Free,1,20.69,Isaiah Porritt,,NAIA National Championships
Arizona Christian University,10010278,50 Free,2,22.06,Balazs Bansagi,,Pacific Collegiate Swim Conference Championships
Arizona Christian University,10010278,50 Free,3,22.68,Jordan Weve,,Pacific Collegiate Swim Conference Championships
Arizona Christian University,10010278,50 Free,4,22.82,Jackson Lee,,Pacific Collegiate Swim Conference Championships
Arizona Christian University,10010278,50 Free,5,22.97,Zek Rentfrow,,Pacific Collegiate Swim Conference Championships
Arizona Christian University,10010278,50 Free,6,23.08,Michael Mccumbee,,"ACU vs. OUAZ, ASU Club, GCU Club"
Arizona Christian University,10010278,50 Free,7,24.06,Boaz Hering,,"ACU vs. OUAZ, ASU Club, GCU Club"
Arizona Christian University,10010278,50 Free,8,24.15,Declan Kelly,,Grand Canyon vs Cal Baptist
Arizona Christian University,10010278,50 Free,9,24.22,Anderson Watkins,,Great Southwest Athletic Conference Championship
Arizona Christian University,10010278,50 Free,10,24.50,Carson Valentine,,"Grand Canyon v. Simon Fraser, ACU, OUAZ, NMSU"
Arizona Christian University,10010278,500 Free,1,4:49.65,Jackson Lee,,"Grand Canyon v. ACU, OUAZ"
Arizona Christian University,10010278,500 Free,2,4:52.19,CJ Trettel,,Pacific Collegiate Swim Conference Championships
Arizona Christian University,10010278,500 Free,3,5:00.12,Zek Rentfrow,,Pacific Collegiate Swim Conference Championships
Arizona Christian University,10010278,500 Free,4,5:33.56,Dameon Baker,,Great Southwest Athletic Conference Championship
Arizona Christian University,10010278,500 Free,5,5:44.18,Bobby Locke,,"Grand Canyon v. Simon Fraser, ACU, OUAZ, NMSU"
Ave Maria University,10026299,100 Back,1,51.07,Eli Soderberg,,NAIA National Championships
Ave Maria University,10026299,100 Back,2,51.33,Eduardo Martiniano,,Small College Championship Cup
Ave Maria University,10026299,100 Back,3,52.12,Matt Ondracek,,NAIA National Championships
Ave Maria University,10026299,100 Back,4,52.72,Elijah Brown,,NSU Shark Invite
Ave Maria University,10026299,100 Back,5,54.18,Jack Keyser,,2025 Gyrene Showdown
Ave Maria University,10026299,100 Back,6,57.00,Pete Anderson,,2025 Gyrene Showdown
Ave Maria University,10026299,100 Back,7,57.22,Michael Blawas,,2025 Ultimate Gyrene Showdown
Ave Maria University,10026299,100 Back,8,57.28,Scott Anderson,,2025 Gyrene Showdown
Ave Maria University,10026299,100 Back,9,58.32,Sam Pilkington,,St. Thomas vs. Ave Maria/New College of Florida
Ave Maria University,10026299,100 Back,10,58.53,Justin Blaine,,2025 Gyrene Showdown
Ave Maria University,10026299,100 Breast,1,54.03,Sam Pilkington,,NAIA National Championships
Ave Maria University,10026299,100 Breast,2,57.96,Jack Keyser,,Ave Maria Last Chance Invite
Ave Maria University,10026299,100 Breast,3,59.77,Eli Soderberg,,Ave Maria University vs. Indian River
Ave Maria University,10026299,100 Breast,4,1:00.05,Eduardo Martiniano,,2025 Gyrene Showdown
Ave Maria University,10026299,100 Breast,5,1:00.09,Ryan Pritchard,,The Sun Conference Championships
Ave Maria University,10026299,100 Breast,6,1:01.10,Elijah Brown,,Ave Maria Last Chance Invite
Ave Maria University,10026299,100 Breast,7,1:01.57,Eli Pelzer,,2025 Gyrene Showdown
Ave Maria University,10026299,100 Breast,8,1:03.55,Matt Ondracek,,2025 Gyrene Showdown
Ave Maria University,10026299,100 Breast,9,1:04.12,Thomas Austin,,2025 Ultimate Gyrene Showdown
Ave Maria University,10026299,100 Breast,10,1:04.28,Pete Anderson,,2025 Gyrene Showdown
Ave Maria University,10026299,100 Fly,1,49.90,Lucas Thomaz,,NAIA National Championships
Ave Maria University,10026299,100 Fly,2,49.95,Michael Blawas,,NAIA National Championships
Ave Maria University,10026299,100 Fly,3,50.52,Sam Pilkington,,Ave Maria Last Chance Invite
Ave Maria University,10026299,100 Fly,4,51.50,Scott Anderson,,Small College Championship Cup
Ave Maria University,10026299,100 Fly,5,52.39,Jack Keyser,,2025 Gyrene Showdown
Ave Maria University,10026299,100 Fly,6,52.39,Eduardo Martiniano,,2025 Gyrene Showdown
Ave Maria University,10026299,100 Fly,7,52.61,Eli Soderberg,,2025 Gyrene Showdown
Ave Maria University,10026299,100 Fly,8,53.02,Eli Pelzer,,2025 Ultimate Gyrene Showdown
Ave Maria University,10026299,100 Fly,9,53.44,Justin Blaine,,The Sun Conference Championships
Ave Maria University,10026299,100 Fly,10,53.50,Justin Bond,,2025 Ultimate Gyrene Showdown
Ave Maria University,10026299,100 Free,1,46.24,Sam Pilkington,,Small College Championship Cup
Ave Maria University,10026299,100 Free,2,46.30,Pete Anderson,,Small College Championship Cup
Ave Maria University,10026299,100 Free,3,46.31,Eduardo Martiniano,,Small College Championship Cup
Ave Maria University,10026299,100 Free,4,46.37,Lucas Thomaz,,NAIA National Championships
Ave Maria University,10026299,100 Free,5,46.41,Scott Anderson,,Small College Championship Cup
Ave Maria University,10026299,100 Free,6,47.05,Eli Pelzer,,Small College Championship Cup
Ave Maria University,10026299,100 Free,7,47.34,Jack Keyser,,The Sun Conference Championships
Ave Maria University,10026299,100 Free,8,47.64,Eli Soderberg,,Small College Championship Cup
Ave Maria University,10026299,100 Free,9,48.08,Justin Bond,,Ave Maria University vs. Indian River
Ave Maria University,10026299,100 Free,10,48.13,Matt Ondracek,,Small College Championship Cup
Ave Maria University,10026299,1000 Free,1,9:56.69,Eli Soderberg,,Small College Championship Cup
Ave Maria University,10026299,1000 Free,2,10:38.10,Thomas Austin,,The Sun Conference Championships
Ave Maria University,10026299,1000 Free,3,10:41.10,Ryan Pritchard,,IRSC vs Keiser vs Ave Maria
Ave Maria University,10026299,1000 Free,4,10:45.66,Alec Whistler,,The Sun Conference Championships
Ave Maria University,10026299,1000 Free,5,10:47.28,Justin Bond,,St. Thomas vs. Ave Maria/New College of Florida
Ave Maria University,10026299,1650 Free,1,16:28.98,Eli Soderberg,,Small College Championship Cup
Ave Maria University,10026299,1650 Free,2,17:34.85,Alec Whistler,,The Sun Conference Championships
Ave Maria University,10026299,1650 Free,3,17:41.37,Thomas Austin,,Small College Championship Cup
Ave Maria University,10026299,1650 Free,4,17:51.02,Ryan Pritchard,,Small College Championship Cup
Ave Maria University,10026299,1650 Free,5,18:46.14,Justin Blaine,,Thomas Fall Meet
Ave Maria University,10026299,200 Back,1,1:52.28,Matt Ondracek,,NAIA National Championships
Ave Maria University,10026299,200 Back,2,1:52.36,Elijah Brown,,The Sun Conference Championships
Ave Maria University,10026299,200 Back,3,1:54.02,Eli Soderberg,,Ave Maria Last Chance Invite
Ave Maria University,10026299,200 Back,4,1:57.57,Eduardo Martiniano,,2025 Ultimate Gyrene Showdown
Ave Maria University,10026299,200 Back,5,2:03.61,Pete Anderson,,St. Thomas vs. Ave Maria/New College of Florida
Ave Maria University,10026299,200 Back,6,2:08.57,Justin Blaine,,IRSC vs Keiser vs Ave Maria
Ave Maria University,10026299,200 Breast,1,2:06.14,Jack Keyser,,The Sun Conference Championships
Ave Maria University,10026299,200 Breast,2,2:06.18,Sam Pilkington,,Small College Championship Cup
Ave Maria University,10026299,200 Breast,3,2:10.14,Elijah Brown,,NSU Shark Invite
Ave Maria University,10026299,200 Breast,4,2:14.76,Eli Soderberg,,St. Thomas vs. Ave Maria/New College of Florida
Ave Maria University,10026299,200 Breast,5,2:16.62,Thomas Austin,,Small College Championship Cup
Ave Maria University,10026299,200 Breast,6,2:17.89,Eli Pelzer,,IRSC vs Keiser vs Ave Maria
Ave Maria University,10026299,200 Breast,7,2:18.39,Ryan Pritchard,,AMU vs. Barry vs. Life vs. New College
Ave Maria University,10026299,200 Breast,8,2:21.90,Justin Blaine,,Ave Maria University vs. Indian River
Ave Maria University,10026299,200 Fly,1,1:50.05,Michael Blawas,,NAIA National Championships
Ave Maria University,10026299,200 Fly,2,1:53.02,Eli Soderberg,,Ave Maria Last Chance Invite
Ave Maria University,10026299,200 Fly,3,1:59.68,Justin Bond,,Small College Championship Cup
Ave Maria University,10026299,200 Fly,4,2:03.43,Justin Blaine,,The Sun Conference Championships
Ave Maria University,10026299,200 Fly,5,2:04.33,Lucas Thomaz,,2025 Ultimate Gyrene Showdown
Ave Maria University,10026299,200 Fly,6,2:11.66,Ryan Pritchard,,2025 Ultimate Gyrene Showdown
Ave Maria University,10026299,200 Fly,7,2:28.97,Alec Whistler,,2025 Ultimate Gyrene Showdown
Ave Maria University,10026299,200 Free,1,1:41.64,Pete Anderson,,Small College Championship Cup
Ave Maria University,10026299,200 Free,2,1:42.82,Eli Pelzer,,Small College Championship Cup
Ave Maria University,10026299,200 Free,3,1:43.34,Eli Soderberg,,NAIA National Championships
Ave Maria University,10026299,200 Free,4,1:44.65,Michael Blawas,,NAIA National Championships
Ave Maria University,10026299,200 Free,5,1:44.86,Eduardo Martiniano,,Small College Championship Cup
Ave Maria University,10026299,200 Free,6,1:45.80,Elijah Brown,,The Sun Conference Championships
Ave Maria University,10026299,200 Free,7,1:46.81,Matt Ondracek,,2025 Ultimate Gyrene Showdown
Ave Maria University,10026299,200 Free,8,1:48.19,Justin Bond,,Ave Maria University vs. Indian River
Ave Maria University,10026299,200 Free,9,1:48.28,Lucas Thomaz,,NSU Shark Invite
Ave Maria University,10026299,200 Free,10,1:50.75,Ryan Pritchard,,2025 Ultimate Gyrene Showdown
Ave Maria University,10026299,200 Im,1,1:52.24,Jack Keyser,,The Sun Conference Championships
Ave Maria University,10026299,200 Im,2,1:53.16,Elijah Brown,,Small College Championship Cup
Ave Maria University,10026299,200 Im,3,1:54.56,Matt Ondracek,,The Sun Conference Championships
Ave Maria University,10026299,200 Im,4,1:57.94,Eli Soderberg,,NSU Shark Invite
Ave Maria University,10026299,200 Im,5,2:02.72,Eli Pelzer,,St. Thomas vs. Ave Maria/New College of Florida
Ave Maria University,10026299,200 Im,6,2:03.68,Thomas Austin,,The Sun Conference Championships
Ave Maria University,10026299,200 Im,7,2:03.73,Justin Blaine,,The Sun Conference Championships
Ave Maria University,10026299,200 Im,8,2:08.67,Ryan Pritchard,,AMU vs. Barry vs. Life vs. New College
Ave Maria University,10026299,200 Im,9,2:19.81,Nathaniel Ramirez,,Small College Championship Cup
Ave Maria University,10026299,400 Im,1,4:02.54,Eli Soderberg,,NAIA National Championships
Ave Maria University,10026299,400 Im,2,4:04.62,Elijah Brown,,The Sun Conference Championships
Ave Maria University,10026299,400 Im,3,4:09.14,Jack Keyser,,The Sun Conference Championships
Ave Maria University,10026299,400 Im,4,4:18.77,Matt Ondracek,,2025 Ultimate Gyrene Showdown
Ave Maria University,10026299,400 Im,5,4:18.77,Eli Pelzer,,2025 Ultimate Gyrene Showdown
Ave Maria University,10026299,400 Im,6,4:22.80,Sam Pilkington,,2025 Ultimate Gyrene Showdown
Ave Maria University,10026299,400 Im,7,4:25.66,Justin Blaine,,The Sun Conference Championships
Ave Maria University,10026299,400 Im,8,4:26.05,Thomas Austin,,Small College Championship Cup
Ave Maria University,10026299,400 Im,9,4:43.04,Ryan Pritchard,,Ave Maria University vs. Indian River
Ave Maria University,10026299,400 Im,10,4:46.12,Eduardo Martiniano,,2025 Ultimate Gyrene Showdown
Ave Maria University,10026299,50 Free,1,20.89,Eduardo Martiniano,,Small College Championship Cup
Ave Maria University,10026299,50 Free,2,21.05,Scott Anderson,,Small College Championship Cup
Ave Maria University,10026299,50 Free,3,21.08,Sam Pilkington,,Small College Championship Cup
Ave Maria University,10026299,50 Free,4,21.31,Eli Pelzer,,Small College Championship Cup
Ave Maria University,10026299,50 Free,5,21.37,Pete Anderson,,Small College Championship Cup
Ave Maria University,10026299,50 Free,6,21.73,Jack Keyser,,Ave Maria Last Chance Invite
Ave Maria University,10026299,50 Free,7,21.89,Lucas Thomaz,,Ave Maria Last Chance Invite
Ave Maria University,10026299,50 Free,8,22.19,Matt Ondracek,,IRSC vs Keiser vs Ave Maria
Ave Maria University,10026299,50 Free,9,22.31,Justin Bond,,The Sun Conference Championships
Ave Maria University,10026299,50 Free,10,22.32,Eli Soderberg,,IRSC vs Keiser vs Ave Maria
Ave Maria University,10026299,500 Free,1,4:43.94,Eli Soderberg,,Small College Championship Cup
Ave Maria University,10026299,500 Free,2,4:48.67,Michael Blawas,,Small College Championship Cup
Ave Maria University,10026299,500 Free,3,4:53.36,Eli Pelzer,,Small College Championship Cup
Ave Maria University,10026299,500 Free,4,4:54.75,Matt Ondracek,,NSU Shark Invite
Ave Maria University,10026299,500 Free,5,4:56.25,Justin Bond,,Small College Championship Cup
Ave Maria University,10026299,500 Free,6,4:59.13,Elijah Brown,,NSU Shark Invite
Ave Maria University,10026299,500 Free,7,5:00.34,Ryan Pritchard,,The Sun Conference Championships
Ave Maria University,10026299,500 Free,8,5:06.65,Alec Whistler,,The Sun Conference Championships
Ave Maria University,10026299,500 Free,9,5:08.75,Pete Anderson,,St. Thomas vs. Ave Maria/New College of Florida
Ave Maria University,10026299,500 Free,10,5:12.37,Thomas Austin,,Thomas Fall Meet
Bethel University (Indiana),8024,100 Back,1,50.71,Jorge Souto Vilas,,Bethel Last Chance Invite
Bethel University (Indiana),8024,100 Back,2,55.51,Omar Khatter,,Kansas Collegiate Athletic Conference Championships
Bethel University (Indiana),8024,100 Back,3,58.66,Andrew Williams,,Bethel vs. Olivet Nazarene
Bethel University (Indiana),8024,100 Back,4,59.50,Preston DeWitt,,Malone Invitational
